SKU	Product Area	Rule Name	Rule ID	Config Reference	Description	Cursor Generated Description	Current Feature ID	Current Feature Name	Action to be taken	Feature Alignment	Updated Description (If needed)	Updates to rule logic (If needed)	Notes	Required changes	Progress
Talent Acquisition - Talent Communities	Community workflows	community_workflows		[Purpose] Configures the rendering of different tabs (workflows) on the community prospects page for various community types. Defines how to configure tab visibility and behavior based on the specific community type being accessed. [Impact] Missing or incorrect tab configuration can prevent users from accessing relevant workflows, disrupting prospect management.	Talent communities	**Purpose:** Validates that community_workflow_config is defined per community type with valid display_name and workflow steps.<br><br>**Impact:** Without workflow configuration, communities cannot progress prospects through engagement stages.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Community Workflow Config. Define workflows with stages for each community type.	talent_communities	Update	Talent Communities	[Purpose] Verifies that community_workflow_config is defined per community type with a valid display_name and non-empty workflow steps. [Impact] Ensures Community pipelines render and function correctly, stages appear in the UI, community types display consistently, and stage progressions/automations work. Without this, communities can't progress prospects or reflect status, breaking sourcing workflows.		Phase 1 - Description			
Talent Acquisition - Core	Workflow Automation Configuration Enabled	workflow_automation_enabled_cs	Workflow automation not enabled. Go to integrations/workflow_automation_config and set enabled: true.	Ensures that workflow automation feature is configured and enabled, allowing creation of automated candidate workflows.<br><br><h5>Impact of Failure</h5>Workflow automation features are not available to users.		**Purpose:** Validates that workflow automation feature is enabled for creating automated candidate workflows.<br><br>**Impact:** Without enablement, automated workflows cannot be created or executed.<br><br>**To Fix:** Navigate to Admin Console → Talent Acquisition → Workflow Automation Config. Set enabled: true.		New/Add	Workflow Automation						
Talent Acquisition - Core	Workflow Triggers Configured	workflow_triggers_valid_cs	Workflow triggers not configured. Go to workflows and configure triggers with valid events.	Ensures that at least one workflow trigger is configured. Triggers define when workflows execute (stage change, application, etc.).<br><br><h5>Impact of Failure</h5>Workflows cannot execute without trigger configuration.		**Purpose:** Validates that at least one workflow trigger is configured with valid events and conditions for automation.<br><br>**Impact:** Without triggers, automated workflows cannot execute as there's no defined trigger condition.<br><br>**To Fix:** Navigate to Admin Console → Workflows. Configure at least one trigger with event type (stage change, application, etc.) and conditions.		New/Add	Workflow Automation						
Talent Acquisition	Position Sync Lag Rule	position_sync_lag_rule		This rule evaluates the health of position sync for the group_id. Position sync lag must be lower than 60 minutes for the last 7 days for this rule to pass.	TA Operations	**Purpose:** Monitors the median time lag between when positions are updated in the ATS and when they are synced to Eightfold. Target threshold: 60 minutes for most ATSs.<br><br>**Impact:** High sync lag means position updates (new jobs, closures, title changes) appear delayed in Eightfold, causing candidates to apply to outdated listings and recruiters to work with stale data.<br><br>**To Fix:** Check ATS API connectivity and rate limits. Review sync schedules in Admin Console → Provisioning → Sync Settings. Investigate ATS webhook configuration if applicable. Check ats_sync_log for error patterns.	ta_operations	Delete							
Talent Acquisition	Successful Application Submissions Per Job Req Template	application_submissions_per_job_req_template_week_rule		There should be atleast 3 successful application submissions for each job req template in the last week	TA Operations	**Purpose:** Measures successful application submissions per job requisition template over the past 7 days. Ensures each configured template has at least the minimum threshold of successful submissions.<br><br>**Impact:** Templates with zero or low submissions indicate either configuration issues (questionnaire mapping, field validation) or traffic problems. This affects recruiting pipeline health.<br><br>**To Fix:** Review questionnaire configuration for failing templates. Check field mapping in Smart Apply. Verify template is associated with open positions. Review ats_write_log for submission errors.	ta_operations	Delete							
Talent Acquisition - Core	Communities disabled text	extension_communities_disabled_text		[Purpose] Configures a clear and actionable message displayed when the Communities feature is disabled, ensuring users understand why it is unavailable and what steps they can take.<br>[Impact] Without this configuration, users may be confused about the feature's unavailability, leading to frustration or support tickets.	Chrome Extension	**Purpose:** Validates that a clear message is configured when Communities feature is disabled in the Chrome Extension.<br><br>**Impact:** Without clear messaging, extension users may be confused about feature unavailability.<br><br>**To Fix:** Configure descriptive disabled text explaining why Communities is unavailable and how to enable.	chrome_extension	Keep as is							
Talent Acquisition - Core	Reminder action	extension_reminder_action		[Purpose]: Ensures that reminders set by users on a candidate's profile are visible across all platforms, including the EF extension, to prevent duplicate outreach or conflicting engagements. This feature enables team-wide collaboration and reduces redundant communication.<br>[Impact] Without this configuration, team members may unknowingly duplicate efforts, resulting in poor candidate experience and inefficient use of sourcing resources.	Chrome Extension	**Purpose:** Validates that reminder functionality is configured in the Chrome Extension for team-wide candidate reminder visibility.<br><br>**Impact:** Without reminders, team members may duplicate outreach efforts or miss follow-ups.<br><br>**To Fix:** Configure reminder_action in extension configuration to enable team-wide reminder visibility.	chrome_extension	Keep as is							
Talent Acquisition - Core	App config	app_configs		[Purpose] Ensures that the hostname is set in the app_configs section of extension config for linkedin, naukri and github.<br>[Impact] Missing hostname configuration can prevent proper interaction with specific websites, impacting functionality such as profile parsing and candidate engagement.	Chrome Extension	**Purpose:** Validates that hostname configurations are set for LinkedIn, Naukri, and GitHub in the Chrome Extension.<br><br>**Impact:** Missing hostname configuration prevents profile parsing from these job sites.<br><br>**To Fix:** Configure app_configs with correct hostnames for each supported site in extension settings.	chrome_extension	Keep as is							
Talent Acquisition - Core	Actions	extension_actions		[Purpose] Ensures that all actions and sub-actions are properly configured, providing recruiters and sourcers with streamlined functionality for managing candidates. Actions include saving candidates, marking statuses, setting reminders, and performing other key operations within the platform and extensions.<br>[Impact] Missing or incorrectly configured actions may hinder efficient candidate management, resulting in workflow inefficiencies and reduced collaboration.	Chrome Extension	**Purpose:** Validates that all extension actions (save candidate, mark status, set reminder) are properly configured.<br><br>**Impact:** Missing or misconfigured actions prevent recruiters from managing candidates through the extension.<br><br>**To Fix:** Configure all actions and sub-actions in extension configuration for complete candidate management.	chrome_extension	Update		Ensures that all actions and sub-actions are correctly set up so recruiters and sourcers have a smooth, intuitive experience managing candidates. These actions include saving candidates, updating statuses, setting reminders, and performing other key functions within the platform and browser extensions. [Impact] If actions are missing or misconfigured, recruiters may be unable to manage candidates efficiently, leading to workflow delays, errors, and reduced team collaboration.		Phase 1 - Description			
Talent Acquisition - PCS	PCS Base Configuration Enabled	pcsx_base_enabled_cs	PCS base configuration not enabled. Go to integrations/pcsx_base_config and set enabled: true.	Ensures that PCS base configuration is present and enabled. This is the foundational config for all career site functionality. Impact of Failure: Career site will not be accessible to candidates without base configuration.		**Purpose:** Validates that PCS (Personalized Career Site) base configuration is enabled, which is the foundation for all career site functionality.<br><br>**Impact:** Without base configuration enabled, the career site is completely inaccessible to candidates.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Career Site & Referrals. Set enabled: true in pcsx_base_config.		New/Add	Application Workflows						
Talent Acquisition - PCS	Application Form Configured	apply_form_configured_cs	Application form not configured. Go to integrations/pcsx_base_config Apply Form and configure fields.	Ensures that application form configuration exists, defining which fields candidates must complete and the application workflow. Impact of Failure: Candidates cannot apply to positions without form configuration.		**Purpose:** Validates that the job application form is configured with the required and optional fields for candidates to submit applications.<br><br>**Impact:** Without application form configuration, candidates cannot apply to positions on the career site.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Career Site & Referrals → Apply Form. Configure required fields (name, email, resume) and optional fields (phone, cover letter).		New/Add	Application Workflows						
Talent Acquisition - PCS	Company Logo Configured	pcs_logo_configured_cs	Company logo missing. Go to integrations/branding_config and upload company logo.	Ensures that company logo is uploaded and configured. Logo URL must be a valid URL format and not empty or placeholder. Impact of Failure: Career site will display without company logo, impacting brand recognition.		**Purpose:** Validates that the company logo is uploaded for the career site, ensuring proper brand representation.<br><br>**Impact:** Without a logo, the career site displays without company branding, reducing recognition and trust.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Branding Config. Upload logo image (recommended: PNG with transparent background, minimum 200x50 pixels).		New/Add	Branding						
Talent Acquisition - PCS	Brand Colors Configured	pcs_colors_configured_cs	Brand colors not configured. Go to integrations/branding_config and configure primary and secondary colors.	Ensures that brand colors are configured with valid hex color codes (e.g., #146da6). Empty or invalid color codes will cause styling issues. Impact of Failure: Career site will use default colors instead of brand colors.		**Purpose:** Validates that brand colors are configured with valid hex codes for the career site, ensuring consistent brand representation.<br><br>**Impact:** Without brand colors, the career site uses default colors instead of company branding, reducing brand recognition.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Branding Config. Set primary_color and secondary_color in hex format (e.g., #146da6).		New/Add	Branding						
Talent Acquisition - PCS	PCS Mobile Responsive Configuration	pcs_mobil_config_cj	Mobile configurations should be correctly defined using device_configuration settings.	Ensures that mobile-specific configurations like hero images, banners, and layouts are correctly defined using device_configuration settings and display properly on mobile devices. Impact of Failure: Mobile users may see blank spaces instead of images, broken layouts, or desktop-sized content that doesn't fit mobile screens.		**Purpose:** Validates that mobile-specific configurations are defined for the career site, ensuring proper display on mobile devices.<br><br>**Impact:** Without mobile configuration, the career site may not display correctly on phones and tablets.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config. Configure device_configuration settings for mobile display.		New/Add	Branding						
Talent Acquisition - PCS	Login and Signup Configuration Valid	login_signup_configured_cs	Login/signup not configured. Go to integrations/login_signup_config and configure authentication method.	Ensures that login and signup configuration is valid, defining how candidates create accounts and authenticate. Impact of Failure: Candidates cannot create accounts or log in without proper configuration.		**Purpose:** Validates that login and signup configuration is defined, specifying authentication methods and required fields for candidate accounts.<br><br>**Impact:** Without configuration, candidates cannot create accounts or log in to the career site.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Login Signup Config. Configure authentication method (email/social) and required fields.		New/Add	Candidate Portal Profile						
Talent Acquisition - PCS	Profile Fields Configured	profile_fields_configured_cs	Profile fields not configured. Go to integrations/candidate_profile_config and define profile fields.	Ensures that profile fields are defined, specifying what information candidates can display in their profiles. Impact of Failure: Candidates will be unable to maintain a living profile with their latest skills, experience, education, etc., thereby impacting the quality of matching job recommendations.		**Purpose:** Validates that candidate profile fields are defined (name, email, phone, experience, education, skills) for profile creation.<br><br>**Impact:** Without field configuration, candidates cannot create complete profiles, affecting match quality.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Candidate Profile Config. Define profile fields and mark which are required/optional.		New/Add	Candidate Portal Profile						
Talent Acquisition - PCS	Candidate Copilot Configuration Enabled	chatbot_config_enabled_cs	Candidate copilot not enabled. Go to integrations/chatbotx_config and set enabled: true for candidate copilot.	Ensures that candidate-facing copilot (chatbot) is configured and enabled, providing AI assistance to candidates. Impact of Failure: Candidate copilot features will not be available on career site.		**Purpose:** Validates that the candidate-facing Copilot (AI assistant) is enabled to help candidates with job search and application questions.<br><br>**Impact:** Without Copilot, candidates don't have AI-powered assistance on the career site, reducing self-service capabilities.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Chatbot Config. Set enabled: true and configure greeting message.		New/Add	Copilot Candidate						
Talent Acquisition - PCS	Custom Domain Configuration Valid	custom_domain_configured_cs	Custom domain not configured. Go to integrations/domain_whitelabeling_config and configure custom domain.	Ensures that custom domain is configured with valid domain name format. DNS settings should be verified for proper routing.<br><br><h5>Impact of Failure</h5>Career site will use default Eightfold domain instead of company's branded domain.		**Purpose:** Validates that a custom domain (e.g., careers.company.com) is configured for the career site instead of the default Eightfold subdomain.<br><br>**Impact:** Without custom domain, the career site URL includes the Eightfold domain, which may not align with company branding.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Domain Config. Configure custom domain and add the required DNS CNAME record.		New/Add	Domain White-labeling						
Talent Acquisition - PCS	SSL Certificate Valid	ssl_certificate_valid_cs	SSL certificate issue detected. Go to integrations/domain_whitelabeling_config and verify SSL certificate.	Ensures that SSL certificate is present and valid for secure HTTPS access to career site.<br><br><h5>Impact of Failure</h5>Career site will show security warnings or be inaccessible via HTTPS.		**Purpose:** Validates that SSL certificate is valid, not expired, and properly configured for secure HTTPS access.<br><br>**Impact:** SSL issues cause security warnings or block access to the career site entirely.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Domain Config. Check certificate expiration. Upload new certificate if needed.		New/Add	Domain White-labeling						
Talent Acquisition - PCS	Job Alerts Configuration Enabled	job_alerts_enabled_cs	Job alerts not enabled. Go to integrations/notification_config and enable job alerts.	Ensures that job alerts are configured and enabled in notification settings, allowing candidates to receive personalized job recommendations.<br><br><h5>Impact of Failure</h5>Candidates will not receive job alert emails.		**Purpose:** Validates that job alerts are enabled, allowing candidates to receive personalized job recommendations via email.<br><br>**Impact:** Without job alerts, candidates don't receive notifications about new matching jobs, reducing engagement.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Notification Config. Enable job alerts and configure frequency options.		New/Add	Job Alerts						
Talent Acquisition - PCS	Job Alert Frequency Configured	job_alert_frequency_configured_cs	Alert frequency not configured. Go to integrations/candidate_notifications_config and configure frequency options.	Ensures that job alert frequency settings are configured, allowing candidates to choose how often they receive alerts.<br><br><h5>Impact of Failure</h5>Job alerts may send too frequently or not at all without frequency configuration.		**Purpose:** Validates that job alert frequency options are configured for candidates, allowing them to choose how often they receive job recommendations.<br><br>**Impact:** Without frequency configuration, candidates may receive too many or too few notifications, impacting engagement.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Candidate Notifications Config. Configure frequency options (daily, weekly, biweekly) with appropriate default.		New/Add	Job Alerts						
Talent Acquisition - PCS	Job Feed Configuration Enabled	job_feed_enabled_cs	Job feed not enabled. Go to integrations/job_feed_config and set enabled: true.	Ensures that job feed configuration is enabled, allowing generation of XML feeds for job board distribution and SEO.<br><br><h5>Impact of Failure</h5>Jobs will not be distributed to job boards or search engines.		**Purpose:** Validates that job feed generation is enabled for distributing jobs to external job boards and search engines.<br><br>**Impact:** Without job feed, jobs are not distributed to Indeed, LinkedIn, Glassdoor, or indexed by Google for Jobs.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Job Feed Config. Set enabled: true.		New/Add	Job Distribution & SEO						
Talent Acquisition - PCS	SEO Configuration Valid	seo_config_valid_cs	SEO not configured. Go to integrations/pcsx_base_config SEO and configure meta tags and structured data.	Ensures that SEO configuration is valid, including meta tags, structured data markup, and sitemap settings for search engine optimization.<br><br><h5>Impact of Failure</h5>Career site will have poor search engine visibility and rankings.		**Purpose:** Validates that SEO configuration is set up with meta tags, structured data, and sitemap for search engine visibility.<br><br>**Impact:** Poor SEO configuration reduces career site visibility in search engine results.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → SEO. Configure title templates, meta descriptions, structured data, and sitemap.		New/Add	Job Distribution & SEO						
Talent Acquisition - PCS	Search Configuration Enabled	search_config_enabled_cs	Search not configured. Go to integrations/pcsx_base_config Search and configure search settings.	Ensures that search configuration is enabled, allowing candidates to search and filter jobs on career site.<br><br><h5>Impact of Failure</h5>Candidates cannot search for jobs effectively without search configuration.		**Purpose:** Validates that job search functionality is configured on the career site.<br><br>**Impact:** Without search configuration, candidates cannot find jobs on the career site.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Search. Configure search settings including filters and display options.		New/Add	Job Search and Discovery						
Talent Acquisition - PCS	Search Filters Configured	search_filters_available_cs	Search filters missing. Go to integrations/pcsx_base_config Search and configure filters.	Ensures that job search filters are configured, allowing candidates to refine search results by various criteria.<br><br><h5>Impact of Failure</h5>Candidates can search but cannot filter results, leading to poor user experience.		**Purpose:** Validates that job search filters are configured on the career site (location, department, job type, etc.).<br><br>**Impact:** Without filters, candidates can search but cannot refine results, leading to poor user experience.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Search. Configure filters for location, department, job type.		New/Add	Job Search and Discovery						
Talent Acquisition - PCS	Talent Network Configuration Enabled	talent_network_enabled_cs	Talent network join not enabled. Go to integrations/smart_apply_config and enable talent network join option.	Ensures that talent network join feature is enabled in smart apply configuration, allowing candidates to join without applying to specific positions.<br><br><h5>Impact of Failure</h5>Candidates cannot join talent network, limiting talent pool growth.		**Purpose:** Validates that Talent Network join is enabled, allowing candidates to join the talent pool without applying to a specific position.<br><br>**Impact:** Without enablement, talent pool growth is limited to only active applicants.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config. Enable talent network join option (enableTalentNetwork: true).		New/Add	Join Talent Network						
Talent Acquisition - PCS	Talent Network Form Configured	talent_network_form_configured_cs	Join form not configured. Go to integrations/smart_apply_config and configure talent network form.	Ensures that talent network join form is configured, defining what information candidates provide when joining.<br><br><h5>Impact of Failure</h5>Join form may be incomplete or fail to capture necessary candidate information.		**Purpose:** Validates that the Talent Network join form is configured with appropriate fields for candidates joining without applying to specific positions.<br><br>**Impact:** Without form configuration, candidates cannot join the talent network, limiting talent pool growth.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config → Talent Network. Configure form fields (name, email, phone, interests).		New/Add	Join Talent Network						
Talent Acquisition - PCS	Landing Pages Configuration Enabled	landing_config_enabled_cs	Landing pages not configured. Go to integrations/landing_config and initialize configuration.	Ensures that landing page configuration is enabled, allowing upload and hosting of custom landing pages.<br><br><h5>Impact of Failure</h5>Custom landing pages cannot be created or accessed.		**Purpose:** Validates that landing page configuration is initialized, enabling creation of custom landing pages for campaigns.<br><br>**Impact:** Without configuration, custom landing pages cannot be created for targeted recruitment campaigns.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Landing Config. Initialize configuration.		New/Add	Landing Pages						
Talent Acquisition - PCS	Landing Page URLs Valid	landing_pages_valid_cs	Landing page URLs invalid. Go to integrations/landing_config and verify URL paths.	Ensures that landing pages have valid URLs configured and are accessible. URLs should follow proper format and routing.<br><br><h5>Impact of Failure</h5>Landing pages will be inaccessible via their intended URLs.		**Purpose:** Validates that landing page URLs are valid and accessible, ensuring candidates can reach campaign-specific pages.<br><br>**Impact:** Invalid URLs cause landing pages to be inaccessible, breaking campaign links.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Landing Config. Verify all URL paths are valid and test accessibility.		New/Add	Landing Pages						
Talent Acquisition - PCS	Microsite Configurations Valid	microsite_configs_valid_cs	Microsite configuration incomplete. Go to integrations/pcsx_base_config Microsites and verify configuration.	Ensures that each microsite has complete configuration including branding, domain mapping, and job filters.<br><br><h5>Impact of Failure</h5>Microsites will not display correctly or show wrong job listings.		**Purpose:** Validates that each microsite has complete configuration including branding, domain mapping, job filters, and content.<br><br>**Impact:** Incomplete configuration causes microsites to display incorrectly or show wrong job listings.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Microsites. Complete all configuration sections for each microsite.		New/Add	Microsites						
Talent Acquisition - PCS	Microsite Profile and Application Isolation	ta_active_inactive_stage_config_cj	Microsite isolation should be configured properly.	Ensures that candidate login sessions, profiles, and applications are isolated between parent career site and microsites. Candidates should have separate accounts and application histories per microsite.<br><br><h5>Impact of Failure</h5>Candidates see applications from other microsites, branding bleeds across sites, and logout redirects to wrong site, creating confusion and poor experience.		**Purpose:** Validates that candidate profiles and applications are properly isolated between the parent career site and microsites when required.<br><br>**Impact:** Without proper isolation, candidate data may leak between sites or candidates may need to re-register.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Microsites. Configure profile_isolation and application_isolation settings.		New/Add	Microsites						
Talent Acquisition - PCS	People You May Work With Enabled	pymww_enabled_cs	People You May Work With not enabled. Go to integrations/pcsx_base_config position_details_config sections_config and enable pymww_config section.	People You May Work With not enabled. Go to integrations/pcsx_base_config position_details_config sections_config and enable pymww_config section.		"**Purpose:** Validates that ""People You May Work With"" feature is enabled on job detail pages, showing potential colleagues.<br><br>**Impact:** Without PYMWW, candidates don't see potential team members, reducing engagement and conversion.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Position Details → Sections. Enable pymww_config section."		New/Add	People You May Work With						
Talent Acquisition - PCS	PYMWW Criteria Configured	pymww_criteria_configured_cs	Selection criteria missing. Go to integrations/pcsx_base_config position_details_config sections_config pymww_config and add the fq.	People You May Work With not enabled. Go to integrations/pcsx_base_config position_details_config sections_config pymww_config and add the fq for PYMWW results.		**Purpose:** Validates that PYMWW (People You May Work With) selection criteria are configured to determine which employees are shown.<br><br>**Impact:** Without selection criteria, PYMWW may show irrelevant employees or none at all.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Position Details → PYMWW. Add filter query (fq) for employee selection.		New/Add	People You May Work With						
Talent Acquisition - PCS	Tracking Scripts Valid	tracking_scripts_valid_cs	Tracking scripts invalid. Go to integrations/tracking_pixel_config and verify JavaScript syntax.	Ensures that tracking scripts have valid JavaScript syntax and are configured to trigger on appropriate events (page load, application, etc.).<br><br><h5>Impact of Failure</h5>Tracking will fail or not trigger, causing data gaps in analytics.		**Purpose:** Validates that tracking scripts (Google Analytics, pixel tags) have valid JavaScript syntax and are assigned to correct events.<br><br>**Impact:** Invalid scripts cause tracking failures, creating gaps in analytics data.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Tracking Pixel Config. Validate JavaScript syntax. Test tracking in browser developer tools.		New/Add	Pixel Tracking and Analytics						
Talent Acquisition - PCS	PCS and TA Match Score Consistency	ta_email_template_variables_cj	Match scores should be consistent between PCS and TA.	Ensures that match scores displayed to candidates on PCS match the scores shown to recruiters in TA for the same candidate-job combination, preventing confusion and maintaining transparency.<br><br><h5>Impact of Failure</h5>Candidates see different match ratings on PCS than recruiters see in TA (e.g., 4.5 stars vs 'good match'), creating mistrust and inconsistent candidate experience.		**Purpose:** Validates that match score thresholds and algorithms are consistent between the career site (PCS) and Talent Acquisition modules.<br><br>**Impact:** Inconsistent scoring can confuse candidates (seeing different match levels) and affect recruiter trust in AI matching.<br><br>**To Fix:** Review strong_match_threshold in both PCS and TA configurations. Ensure algorithm versions and thresholds are aligned.		New/Add	Skills-Based Hiring						
Talent Acquisition - PCS	Link off Enabled	linkoff_enabled_cs	Linkoff config is not enabled. Go to Integrations pcsx_base_config apply_form_config link_off_apply_config and set enabled to true	Ensures that Linkoff is configured and enabled <br><br><h5>Impact of Failure</h5>Applications will be routed to smart apply flow		**Purpose:** Validates that link-off configuration is enabled when redirecting candidates to an external ATS for application completion.<br><br>**Impact:** Without link-off enabled, candidates cannot be redirected to external application systems.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Apply Form → Link Off. Set enabled: true.		New/Add	Smart Apply						
Talent Acquisition - PCS	Link off redirection Configured	linkoff_redirection_cs	Linkoff config is enabled but redirect url is not added. Go to Integrations pcsx_base_config apply_form_config link_off_apply_config and add apply_redirect_url	Ensures that Linkoff is enabled and configured to route to proper application link <br><br><h5>Impact of Failure</h5>Applications will be routed to smart apply flow		**Purpose:** Validates that when link-off (redirect to external ATS) is enabled, the redirect URL is configured.<br><br>**Impact:** Missing redirect URL causes candidates to be unable to complete applications.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Apply Form → Link Off. Add apply_redirect_url with the correct ATS application URL pattern.		New/Add	Smart Apply						
Talent Acquisition - PCS	Smart Apply Configuration Enabled	smart_apply_enabled_cs	Smart Apply not enabled. Go to integrations/smart_apply_config and set enabled: true.	Ensures that Smart Apply is configured and enabled with proper ATS integration settings for application sync.<br><br><h5>Impact of Failure</h5>Applications will not sync to ATS, breaking the recruiting workflow.		**Purpose:** Validates that Smart Apply is enabled for one-click applications with ATS integration.<br><br>**Impact:** Without Smart Apply, applications require more steps and may not sync properly to the ATS.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config. Set enabled: true and configure ATS integration.		New/Add	Smart Apply						
Talent Acquisition - PCS	Field Mapping Complete	field_mapping_complete_cs	Field mapping incomplete. Go to integrations/smart_apply_config Field Mapping and map all required fields.	Ensures that field mappings are complete, defining how candidate data maps from Eightfold to ATS fields.<br><br><h5>Impact of Failure</h5>Application data will be incomplete or fail to sync to ATS.		**Purpose:** Validates that all required application fields are mapped between Eightfold and the ATS for successful application sync.<br><br>**Impact:** Incomplete field mapping causes application data to be incomplete or missing in the ATS.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config → Field Mapping. Map all required fields (name, email, resume, phone, etc.).		New/Add	Smart Apply						
Talent Acquisition - PCS	Smart Referrals Configuration Enabled	referrals_enabled_cs	Smart referrals not enabled. Go to integrations/smart_apply_config and enable referrals functionality.	Ensures that smart referral feature is configured and enabled, allowing employees to refer candidates with AI matching.<br><br><h5>Impact of Failure</h5>Employee referral functionality will not be available.		**Purpose:** Validates that smart referral feature is enabled for employee referrals with AI matching.<br><br>**Impact:** Without enablement, employee referral functionality with AI matching is unavailable.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config. Enable referrals.		New/Add	Smart Referrals						
Talent Acquisition - PCS	Referral Workflow Configured	referral_workflow_configured_cs	Referral workflow not configured. Go to integrations/smart_apply_config Referrals and configure workflow.	Ensures that referral workflow is configured, defining how referrals are submitted, tracked, and potentially rewarded.<br><br><h5>Impact of Failure</h5>Referral process will be incomplete or confusing for employees.		**Purpose:** Validates that the referral workflow is fully configured with submission form, tracking stages, and notifications.<br><br>**Impact:** Without workflow configuration, the employee referral process is incomplete or non-functional.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config → Referrals. Configure submission form, tracking, and notifications.		New/Add	Smart Referrals						
Talent Acquisition - PCS	Source Parameters Configured	source_parameters_configured_cs	Source parameters not configured. Go to integrations/source_map_config and configure source tracking.	Ensures that source tracking parameters are configured, defining how different sources are identified and tracked (UTM params, referral codes, etc.).<br><br><h5>Impact of Failure</h5>Sources will not be captured correctly, leading to inaccurate attribution.		**Purpose:** Validates that source tracking parameters (UTM codes, referral sources) are configured for attribution.<br><br>**Impact:** Without parameter configuration, candidate sources are not captured correctly.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Source Map Config. Configure UTM parameter mapping and source codes.		New/Add	Source Tracking						
Talent Acquisition - PCS	Source Tracking Configuration Enabled	source_tracking_enabled_cs	Source tracking not enabled. Go to integrations/pcsx_base_config Source Tracking and set enabled: true.	Ensures that source tracking is configured and enabled, capturing where candidates come from before applying.<br><br><h5>Impact of Failure</h5>Cannot track recruitment marketing effectiveness or candidate sources.		**Purpose:** Validates that source tracking is enabled for capturing where candidates come from (job boards, campaigns, referrals).<br><br>**Impact:** Without source tracking, recruitment marketing effectiveness cannot be measured.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Source Tracking. Set enabled: true.		New/Add	Source Tracking						
Talent Acquisition - PCS	Source ATS Sync Configured	source_ats_sync_configured_cs	Source sync not configured. Go to integrations/smart_apply_config Source Mapping and configure source field mapping.	Ensures that source tracking data is mapped to sync with applications to the ATS, maintaining source attribution.<br><br><h5>Impact of Failure</h5>Source tracking data will be lost when applications sync to ATS.		**Purpose:** Validates that source tracking data is mapped to sync with applications to the ATS.<br><br>**Impact:** Without source sync, source attribution data is lost when applications sync to the ATS.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → Smart Apply Config → Source Mapping. Map source field to ATS source field.		New/Add	Source Tracking						
Talent Acquisition - PCS	Withdraw Application Enabled	withdraw_enabled_cs	Withdraw functionality not enabled. Go to integrations/pcsx_base_config Applications and enable withdraw application option.	Ensures that withdraw application feature is enabled, allowing candidates to withdraw their applications.<br><br><h5>Impact of Failure</h5>Candidates cannot withdraw applications, leading to poor candidate experience.		**Purpose:** Validates that application withdrawal is enabled, allowing candidates to withdraw their applications.<br><br>**Impact:** Without withdrawal capability, candidates cannot remove applications, which may be required for compliance.<br><br>**To Fix:** Navigate to Admin Console → Talent Experience → PCS Config → Applications. Enable withdraw option.		New/Add	Withdraw Application						
